heave,adjusted_roll,steered_angle,Inner Wheel,Outer Wheel,camber_change
-2,-0.25,1.221730476,17.54,19.71,-2.61
-1.75,-0.25,1.221730476,17.51,19.61,-2.29
-1.5,-0.25,1.221730476,17.49,19.52,-1.96
-1.25,-0.25,1.221730476,17.47,19.43,-1.62
-1,-0.25,1.221730476,17.46,19.34,-1.27
-0.75,-0.25,1.221730476,17.45,19.25,-0.92
-0.5,-0.25,1.221730476,17.45,19.17,-0.56
-0.25,-0.25,1.221730476,17.46,19.08,-0.19
0,-0.25,1.221730476,17.47,19,0.18
0.25,-0.25,1.221730476,17.5,18.92,0.57
0.5,-0.25,1.221730476,17.53,18.85,0.96
0.75,-0.25,1.221730476,17.57,18.77,1.35
1,-0.25,1.221730476,17.62,18.7,1.76
1.25,-0.25,1.221730476,17.68,18.64,2.18
1.5,-0.25,1.221730476,17.75,18.58,2.6
1.75,-0.25,1.221730476,17.83,18.52,3.04
2,-0.25,1.221730476,17.93,18.47,3.48
-2,-0.5,1.221730476,17.52,19.75,-2.47
-1.75,-0.5,1.221730476,17.5,19.65,-2.14
-1.5,-0.5,1.221730476,17.48,19.56,-1.81
-1.25,-0.5,1.221730476,17.46,19.47,-1.47
-1,-0.5,1.221730476,17.45,19.38,-1.12
-0.75,-0.5,1.221730476,17.45,19.29,-0.76
-0.5,-0.5,1.221730476,17.45,19.21,-0.4
-0.25,-0.5,1.221730476,17.46,19.12,-0.03
0,-0.5,1.221730476,17.48,19.04,0.35
0.25,-0.5,1.221730476,17.51,18.96,0.73
0.5,-0.5,1.221730476,17.54,18.88,1.13
0.75,-0.5,1.221730476,17.59,18.8,1.53
1,-0.5,1.221730476,17.64,18.73,1.94
1.25,-0.5,1.221730476,17.71,18.67,2.36
1.5,-0.5,1.221730476,17.78,18.6,2.79
1.75,-0.5,1.221730476,17.87,18.54,3.23
2,-0.5,1.221730476,17.98,18.49,3.67
-2,-0.75,1.221730476,17.51,19.79,-2.33
-1.75,-0.75,1.221730476,17.49,19.69,-2
-1.5,-0.75,1.221730476,17.47,19.6,-1.66
-1.25,-0.75,1.221730476,17.46,19.51,-1.32
-1,-0.75,1.221730476,17.45,19.42,-0.97
-0.75,-0.75,1.221730476,17.45,19.33,-0.61
-0.5,-0.75,1.221730476,17.46,19.24,-0.24
-0.25,-0.75,1.221730476,17.47,19.16,0.13
0,-0.75,1.221730476,17.49,19.07,0.51
0.25,-0.75,1.221730476,17.52,18.99,0.9
0.5,-0.75,1.221730476,17.56,18.91,1.3
0.75,-0.75,1.221730476,17.61,18.84,1.7
1,-0.75,1.221730476,17.67,18.76,2.12
1.25,-0.75,1.221730476,17.74,18.69,2.54
1.5,-0.75,1.221730476,17.82,18.63,2.97
1.75,-0.75,1.221730476,17.92,18.57,3.41
2,-0.75,1.221730476,18.02,18.51,3.87
-2,-1,1.221730476,17.5,19.83,-2.19
-1.75,-1,1.221730476,17.48,19.74,-1.85
-1.5,-1,1.221730476,17.47,19.64,-1.51
-1.25,-1,1.221730476,17.46,19.55,-1.16
-1,-1,1.221730476,17.45,19.46,-0.81
-0.75,-1,1.221730476,17.45,19.37,-0.45
-0.5,-1,1.221730476,17.46,19.28,-0.08
-0.25,-1,1.221730476,17.48,19.19,0.29
0,-1,1.221730476,17.5,19.11,0.68
0.25,-1,1.221730476,17.54,19.03,1.07
0.5,-1,1.221730476,17.58,18.95,1.47
0.75,-1,1.221730476,17.63,18.87,1.88
1,-1,1.221730476,17.7,18.79,2.29
1.25,-1,1.221730476,17.77,18.72,2.72
1.5,-1,1.221730476,17.86,18.66,3.16
1.75,-1,1.221730476,17.96,18.59,3.6
2,-1,1.221730476,18.07,18.53,4.06
-2,-1.25,1.221730476,17.49,19.87,-2.04
-1.75,-1.25,1.221730476,17.47,19.78,-1.7
-1.5,-1.25,1.221730476,17.46,19.68,-1.36
-1.25,-1.25,1.221730476,17.45,19.59,-1.01
-1,-1.25,1.221730476,17.45,19.5,-0.65
-0.75,-1.25,1.221730476,17.46,19.41,-0.29
-0.5,-1.25,1.221730476,17.47,19.32,0.08
-0.25,-1.25,1.221730476,17.49,19.23,0.46
0,-1.25,1.221730476,17.52,19.15,0.85
0.25,-1.25,1.221730476,17.55,19.06,1.24
0.5,-1.25,1.221730476,17.6,18.98,1.64
0.75,-1.25,1.221730476,17.66,18.9,2.06
1,-1.25,1.221730476,17.73,18.83,2.48
1.25,-1.25,1.221730476,17.81,18.75,2.91
1.5,-1.25,1.221730476,17.9,18.68,3.35
1.75,-1.25,1.221730476,18.01,18.62,3.8
2,-1.25,1.221730476,18.13,18.56,4.26
-2,-1.5,1.221730476,17.48,19.91,-1.9
-1.75,-1.5,1.221730476,17.47,19.82,-1.56
-1.5,-1.5,1.221730476,17.46,19.72,-1.21
-1.25,-1.5,1.221730476,17.45,19.63,-0.86
-1,-1.5,1.221730476,17.45,19.54,-0.5
-0.75,-1.5,1.221730476,17.46,19.45,-0.13
-0.5,-1.5,1.221730476,17.48,19.36,0.24
-0.25,-1.5,1.221730476,17.5,19.27,0.63
0,-1.5,1.221730476,17.53,19.18,1.02
0.25,-1.5,1.221730476,17.57,19.1,1.41
0.5,-1.5,1.221730476,17.62,19.01,1.82
0.75,-1.5,1.221730476,17.69,18.93,2.23
1,-1.5,1.221730476,17.76,18.86,2.66
1.25,-1.5,1.221730476,17.85,18.78,3.09
1.5,-1.5,1.221730476,17.94,18.71,3.54
1.75,-1.5,1.221730476,18.05,18.65,3.99
2,-1.5,1.221730476,18.18,18.58,4.45
-2,-1.75,1.221730476,17.48,19.95,-1.75
-1.75,-1.75,1.221730476,17.46,19.86,-1.41
-1.5,-1.75,1.221730476,17.45,19.76,-1.06
-1.25,-1.75,1.221730476,17.45,19.67,-0.7
-1,-1.75,1.221730476,17.45,19.58,-0.34
-0.75,-1.75,1.221730476,17.47,19.48,0.03
-0.5,-1.75,1.221730476,17.49,19.39,0.41
-0.25,-1.75,1.221730476,17.51,19.31,0.79
0,-1.75,1.221730476,17.55,19.22,1.19
0.25,-1.75,1.221730476,17.59,19.13,1.59
0.5,-1.75,1.221730476,17.65,19.05,2
0.75,-1.75,1.221730476,17.72,18.97,2.41
1,-1.75,1.221730476,17.79,18.89,2.84
1.25,-1.75,1.221730476,17.89,18.81,3.28
1.5,-1.75,1.221730476,17.99,18.74,3.73
1.75,-1.75,1.221730476,18.11,18.67,4.18
2,-1.75,1.221730476,18.24,18.61,4.65
-2,-2,1.221730476,17.47,19.99,-1.6
-1.75,-2,1.221730476,17.46,19.9,-1.25
-1.5,-2,1.221730476,17.45,19.8,-0.9
-1.25,-2,1.221730476,17.45,19.71,-0.54
-1,-2,1.221730476,17.46,19.62,-0.18
-0.75,-2,1.221730476,17.47,19.52,0.19
-0.5,-2,1.221730476,17.5,19.43,0.57
-0.25,-2,1.221730476,17.53,19.34,0.96
0,-2,1.221730476,17.57,19.26,1.36
0.25,-2,1.221730476,17.62,19.17,1.76
0.5,-2,1.221730476,17.68,19.08,2.18
0.75,-2,1.221730476,17.75,19,2.6
1,-2,1.221730476,17.83,18.92,3.03
1.25,-2,1.221730476,17.93,18.85,3.47
1.5,-2,1.221730476,18.04,18.77,3.92
1.75,-2,1.221730476,18.16,18.7,4.38
2,-2,1.221730476,18.3,18.64,4.85
-2,2,1.396263402,20.11,22.38,-3.83
-1.75,2,1.396263402,20.08,22.3,-3.53
-1.5,2,1.396263402,20.06,22.21,-3.22
-1.25,2,1.396263402,20.03,22.12,-2.9
-1,2,1.396263402,20.01,22.04,-2.58
-0.75,2,1.396263402,19.99,21.95,-2.25
-0.5,2,1.396263402,19.97,21.86,-1.91
-0.25,2,1.396263402,19.96,21.78,-1.57
0,2,1.396263402,19.95,21.69,-1.22
0.25,2,1.396263402,19.95,21.61,-0.87
0.5,2,1.396263402,19.95,21.53,-0.5
0.75,2,1.396263402,19.95,21.45,-0.13
1,2,1.396263402,19.96,21.37,0.25
1.25,2,1.396263402,19.98,21.3,0.63
1.5,2,1.396263402,20.01,21.23,1.03
1.75,2,1.396263402,20.04,21.16,1.43
2,2,1.396263402,20.08,21.09,1.85
-2,1.75,1.396263402,20.1,22.42,-3.7
-1.75,1.75,1.396263402,20.07,22.33,-3.39
-1.5,1.75,1.396263402,20.05,22.25,-3.08
-1.25,1.75,1.396263402,20.02,22.16,-2.76
-1,1.75,1.396263402,20,22.07,-2.44
-0.75,1.75,1.396263402,19.98,21.99,-2.11
-0.5,1.75,1.396263402,19.97,21.9,-1.77
-0.25,1.75,1.396263402,19.95,21.82,-1.42
0,1.75,1.396263402,19.95,21.73,-1.07
0.25,1.75,1.396263402,19.94,21.65,-0.71
0.5,1.75,1.396263402,19.95,21.56,-0.35
0.75,1.75,1.396263402,19.96,21.48,0.03
1,1.75,1.396263402,19.97,21.4,0.41
1.25,1.75,1.396263402,19.99,21.33,0.8
1.5,1.75,1.396263402,20.02,21.26,1.2
1.75,1.75,1.396263402,20.06,21.19,1.61
2,1.75,1.396263402,20.1,21.12,2.02
-2,1.5,1.396263402,20.09,22.46,-3.57
-1.75,1.5,1.396263402,20.06,22.37,-3.26
-1.5,1.5,1.396263402,20.04,22.29,-2.94
-1.25,1.5,1.396263402,20.01,22.2,-2.62
-1,1.5,1.396263402,19.99,22.11,-2.3
-0.75,1.5,1.396263402,19.97,22.03,-1.96
-0.5,1.5,1.396263402,19.96,21.94,-1.62
-0.25,1.5,1.396263402,19.95,21.85,-1.27
0,1.5,1.396263402,19.95,21.77,-0.92
0.25,1.5,1.396263402,19.95,21.68,-0.56
0.5,1.5,1.396263402,19.95,21.6,-0.19
0.75,1.5,1.396263402,19.96,21.52,0.19
1,1.5,1.396263402,19.98,21.44,0.57
1.25,1.5,1.396263402,20,21.36,0.97
1.5,1.5,1.396263402,20.03,21.29,1.37
1.75,1.5,1.396263402,20.07,21.21,1.78
2,1.5,1.396263402,20.12,21.15,2.2
-2,1.25,1.396263402,20.08,22.5,-3.44
-1.75,1.25,1.396263402,20.05,22.41,-3.12
-1.5,1.25,1.396263402,20.03,22.32,-2.81
-1.25,1.25,1.396263402,20,22.24,-2.48
-1,1.25,1.396263402,19.98,22.15,-2.15
-0.75,1.25,1.396263402,19.97,22.06,-1.82
-0.5,1.25,1.396263402,19.96,21.98,-1.47
-0.25,1.25,1.396263402,19.95,21.89,-1.12
0,1.25,1.396263402,19.94,21.8,-0.77
0.25,1.25,1.396263402,19.95,21.72,-0.4
0.5,1.25,1.396263402,19.95,21.64,-0.03
0.75,1.25,1.396263402,19.97,21.55,0.35
1,1.25,1.396263402,19.99,21.47,0.74
1.25,1.25,1.396263402,20.01,21.39,1.14
1.5,1.25,1.396263402,20.05,21.32,1.54
1.75,1.25,1.396263402,20.09,21.24,1.96
2,1.25,1.396263402,20.14,21.18,2.38
-2,1,1.396263402,20.06,22.53,-3.3
-1.75,1,1.396263402,20.04,22.45,-2.99
-1.5,1,1.396263402,20.02,22.36,-2.67
-1.25,1,1.396263402,19.99,22.27,-2.34
-1,1,1.396263402,19.98,22.19,-2.01
-0.75,1,1.396263402,19.96,22.1,-1.67
-0.5,1,1.396263402,19.95,22.01,-1.32
-0.25,1,1.396263402,19.95,21.93,-0.97
0,1,1.396263402,19.94,21.84,-0.61
0.25,1,1.396263402,19.95,21.76,-0.24
0.5,1,1.396263402,19.96,21.67,0.13
0.75,1,1.396263402,19.97,21.59,0.52
1,1,1.396263402,20,21.51,0.91
1.25,1,1.396263402,20.03,21.43,1.31
1.5,1,1.396263402,20.07,21.35,1.72
1.75,1,1.396263402,20.11,21.27,2.14
2,1,1.396263402,20.17,21.2,2.56
-2,0.75,1.396263402,20.05,22.57,-3.17
-1.75,0.75,1.396263402,20.03,22.49,-2.85
-1.5,0.75,1.396263402,20.01,22.4,-2.53
-1.25,0.75,1.396263402,19.99,22.31,-2.2
-1,0.75,1.396263402,19.97,22.23,-1.86
-0.75,0.75,1.396263402,19.96,22.14,-1.52
-0.5,0.75,1.396263402,19.95,22.05,-1.17
-0.25,0.75,1.396263402,19.95,21.96,-0.82
0,0.75,1.396263402,19.95,21.88,-0.45
0.25,0.75,1.396263402,19.95,21.79,-0.08
0.5,0.75,1.396263402,19.96,21.71,0.3
0.75,0.75,1.396263402,19.98,21.62,0.68
1,0.75,1.396263402,20.01,21.54,1.08
1.25,0.75,1.396263402,20.04,21.46,1.48
1.5,0.75,1.396263402,20.09,21.38,1.89
1.75,0.75,1.396263402,20.14,21.31,2.32
2,0.75,1.396263402,20.2,21.23,2.75
-2,0.5,1.396263402,20.04,22.61,-3.03
-1.75,0.5,1.396263402,20.02,22.52,-2.71
-1.5,0.5,1.396263402,20,22.44,-2.39
-1.25,0.5,1.396263402,19.98,22.35,-2.05
-1,0.5,1.396263402,19.96,22.26,-1.72
-0.75,0.5,1.396263402,19.95,22.18,-1.37
-0.5,0.5,1.396263402,19.95,22.09,-1.02
-0.25,0.5,1.396263402,19.94,22,-0.66
0,0.5,1.396263402,19.95,21.91,-0.3
0.25,0.5,1.396263402,19.96,21.83,0.08
0.5,0.5,1.396263402,19.97,21.74,0.46
0.75,0.5,1.396263402,19.99,21.66,0.85
1,0.5,1.396263402,20.02,21.58,1.25
1.25,0.5,1.396263402,20.06,21.49,1.65
1.5,0.5,1.396263402,20.11,21.41,2.07
1.75,0.5,1.396263402,20.16,21.34,2.5
2,0.5,1.396263402,20.22,21.26,2.93
-2,0.25,1.396263402,20.03,22.65,-2.89
-1.75,0.25,1.396263402,20.01,22.56,-2.57
-1.5,0.25,1.396263402,19.99,22.47,-2.24
-1.25,0.25,1.396263402,19.97,22.39,-1.91
-1,0.25,1.396263402,19.96,22.3,-1.57
-0.75,0.25,1.396263402,19.95,22.21,-1.22
-0.5,0.25,1.396263402,19.95,22.13,-0.87
-0.25,0.25,1.396263402,19.95,22.04,-0.5
0,0.25,1.396263402,19.95,21.95,-0.14
0.25,0.25,1.396263402,19.96,21.87,0.24
0.5,0.25,1.396263402,19.98,21.78,0.63
0.75,0.25,1.396263402,20.01,21.69,1.02
1,0.25,1.396263402,20.04,21.61,1.42
1.25,0.25,1.396263402,20.08,21.53,1.83
1.5,0.25,1.396263402,20.13,21.45,2.25
1.75,0.25,1.396263402,20.19,21.37,2.68
2,0.25,1.396263402,20.26,21.29,3.12
-2,0,1.396263402,20.02,22.68,-2.75
-1.75,0,1.396263402,20,22.6,-2.43
-1.5,0,1.396263402,19.98,22.51,-2.1
-1.25,0,1.396263402,19.97,22.43,-1.76
-1,0,1.396263402,19.95,22.34,-1.42
-0.75,0,1.396263402,19.95,22.25,-1.07
-0.5,0,1.396263402,19.94,22.16,-0.71
-0.25,0,1.396263402,19.95,22.08,-0.35
0,0,1.396263402,19.96,21.99,0.03
0.25,0,1.396263402,19.97,21.9,0.4
0.5,0,1.396263402,19.99,21.82,0.79
0.75,0,1.396263402,20.02,21.73,1.19
1,0,1.396263402,20.05,21.65,1.59
1.25,0,1.396263402,20.1,21.56,2.01
1.5,0,1.396263402,20.15,21.48,2.43
1.75,0,1.396263402,20.21,21.4,2.86
2,0,1.396263402,20.29,21.33,3.31
-2,-0.25,1.396263402,20.01,22.72,-2.61
-1.75,-0.25,1.396263402,19.99,22.64,-2.29
-1.5,-0.25,1.396263402,19.97,22.55,-1.95
-1.25,-0.25,1.396263402,19.96,22.46,-1.61
-1,-0.25,1.396263402,19.95,22.38,-1.27
-0.75,-0.25,1.396263402,19.95,22.29,-0.92
-0.5,-0.25,1.396263402,19.95,22.2,-0.56
-0.25,-0.25,1.396263402,19.95,22.11,-0.19
0,-0.25,1.396263402,19.96,22.03,0.19
0.25,-0.25,1.396263402,19.98,21.94,0.57
0.5,-0.25,1.396263402,20,21.85,0.96
0.75,-0.25,1.396263402,20.03,21.77,1.36
1,-0.25,1.396263402,20.07,21.68,1.77
1.25,-0.25,1.396263402,20.12,21.6,2.19
1.5,-0.25,1.396263402,20.18,21.52,2.61
1.75,-0.25,1.396263402,20.24,21.44,3.05
2,-0.25,1.396263402,20.32,21.36,3.5
-2,-0.5,1.396263402,20,22.76,-2.47
-1.75,-0.5,1.396263402,19.98,22.67,-2.14
-1.5,-0.5,1.396263402,19.97,22.59,-1.81
-1.25,-0.5,1.396263402,19.96,22.5,-1.47
-1,-0.5,1.396263402,19.95,22.41,-1.12
-0.75,-0.5,1.396263402,19.94,22.33,-0.76
-0.5,-0.5,1.396263402,19.95,22.24,-0.4
-0.25,-0.5,1.396263402,19.95,22.15,-0.03
0,-0.5,1.396263402,19.97,22.06,0.35
0.25,-0.5,1.396263402,19.99,21.98,0.74
0.5,-0.5,1.396263402,20.01,21.89,1.13
0.75,-0.5,1.396263402,20.05,21.8,1.53
1,-0.5,1.396263402,20.09,21.72,1.95
1.25,-0.5,1.396263402,20.14,21.63,2.37
1.5,-0.5,1.396263402,20.2,21.55,2.8
1.75,-0.5,1.396263402,20.28,21.47,3.24
2,-0.5,1.396263402,20.36,21.39,3.69
-2,-0.75,1.396263402,19.99,22.79,-2.33
-1.75,-0.75,1.396263402,19.98,22.71,-2
-1.5,-0.75,1.396263402,19.96,22.62,-1.66
-1.25,-0.75,1.396263402,19.95,22.54,-1.31
-1,-0.75,1.396263402,19.95,22.45,-0.96
-0.75,-0.75,1.396263402,19.95,22.36,-0.6
-0.5,-0.75,1.396263402,19.95,22.28,-0.24
-0.25,-0.75,1.396263402,19.96,22.19,0.14
0,-0.75,1.396263402,19.97,22.1,0.52
0.25,-0.75,1.396263402,20,22.01,0.91
0.5,-0.75,1.396263402,20.03,21.93,1.3
0.75,-0.75,1.396263402,20.07,21.84,1.71
1,-0.75,1.396263402,20.11,21.75,2.12
1.25,-0.75,1.396263402,20.17,21.67,2.55
1.5,-0.75,1.396263402,20.23,21.59,2.98
1.75,-0.75,1.396263402,20.31,21.5,3.42
2,-0.75,1.396263402,20.4,21.42,3.88
-2,-1,1.396263402,19.99,22.83,-2.19
-1.75,-1,1.396263402,19.97,22.75,-1.85
-1.5,-1,1.396263402,19.96,22.66,-1.51
-1.25,-1,1.396263402,19.95,22.58,-1.16
-1,-1,1.396263402,19.95,22.49,-0.81
-0.75,-1,1.396263402,19.95,22.4,-0.45
-0.5,-1,1.396263402,19.95,22.31,-0.08
-0.25,-1,1.396263402,19.96,22.23,0.3
0,-1,1.396263402,19.98,22.14,0.68
0.25,-1,1.396263402,20.01,22.05,1.08
0.5,-1,1.396263402,20.04,21.96,1.48
0.75,-1,1.396263402,20.08,21.88,1.88
1,-1,1.396263402,20.13,21.79,2.3
1.25,-1,1.396263402,20.19,21.71,2.73
1.5,-1,1.396263402,20.26,21.62,3.17
1.75,-1,1.396263402,20.34,21.54,3.62
2,-1,1.396263402,20.44,21.46,4.07
-2,-1.25,1.396263402,19.98,22.87,-2.04
-1.75,-1.25,1.396263402,19.96,22.78,-1.7
-1.5,-1.25,1.396263402,19.95,22.7,-1.36
-1.25,-1.25,1.396263402,19.95,22.61,-1.01
-1,-1.25,1.396263402,19.94,22.53,-0.65
-0.75,-1.25,1.396263402,19.95,22.44,-0.29
-0.5,-1.25,1.396263402,19.96,22.35,0.08
-0.25,-1.25,1.396263402,19.97,22.26,0.46
0,-1.25,1.396263402,19.99,22.18,0.85
0.25,-1.25,1.396263402,20.02,22.09,1.25
0.5,-1.25,1.396263402,20.06,22,1.65
0.75,-1.25,1.396263402,20.1,21.91,2.06
1,-1.25,1.396263402,20.16,21.83,2.48
1.25,-1.25,1.396263402,20.22,21.74,2.92
1.5,-1.25,1.396263402,20.3,21.66,3.36
1.75,-1.25,1.396263402,20.38,21.57,3.81
2,-1.25,1.396263402,20.48,21.49,4.27
-2,-1.5,1.396263402,19.97,22.9,-1.89
-1.75,-1.5,1.396263402,19.96,22.82,-1.55
-1.5,-1.5,1.396263402,19.95,22.73,-1.21
-1.25,-1.5,1.396263402,19.95,22.65,-0.85
-1,-1.5,1.396263402,19.95,22.56,-0.49
-0.75,-1.5,1.396263402,19.95,22.48,-0.13
-0.5,-1.5,1.396263402,19.96,22.39,0.25
-0.25,-1.5,1.396263402,19.98,22.3,0.63
0,-1.5,1.396263402,20.01,22.21,1.02
0.25,-1.5,1.396263402,20.04,22.13,1.42
0.5,-1.5,1.396263402,20.08,22.04,1.83
0.75,-1.5,1.396263402,20.13,21.95,2.24
1,-1.5,1.396263402,20.18,21.86,2.67
1.25,-1.5,1.396263402,20.25,21.78,3.1
1.5,-1.5,1.396263402,20.33,21.69,3.55
1.75,-1.5,1.396263402,20.42,21.61,4
2,-1.5,1.396263402,20.52,21.53,4.47
-2,-1.75,1.396263402,19.97,22.94,-1.75
-1.75,-1.75,1.396263402,19.95,22.86,-1.4
-1.5,-1.75,1.396263402,19.95,22.77,-1.05
-1.25,-1.75,1.396263402,19.94,22.69,-0.7
-1,-1.75,1.396263402,19.95,22.6,-0.34
-0.75,-1.75,1.396263402,19.96,22.51,0.03
-0.5,-1.75,1.396263402,19.97,22.43,0.41
-0.25,-1.75,1.396263402,19.99,22.34,0.8
0,-1.75,1.396263402,20.02,22.25,1.19
0.25,-1.75,1.396263402,20.05,22.16,1.59
0.5,-1.75,1.396263402,20.1,22.08,2
0.75,-1.75,1.396263402,20.15,21.99,2.42
1,-1.75,1.396263402,20.21,21.9,2.85
1.25,-1.75,1.396263402,20.28,21.81,3.29
1.5,-1.75,1.396263402,20.37,21.73,3.74
1.75,-1.75,1.396263402,20.46,21.64,4.2
2,-1.75,1.396263402,20.57,21.56,4.67
-2,-2,1.396263402,19.96,22.98,-1.6
-1.75,-2,1.396263402,19.95,22.89,-1.25
-1.5,-2,1.396263402,19.95,22.81,-0.9
-1.25,-2,1.396263402,19.95,22.72,-0.54
-1,-2,1.396263402,19.95,22.64,-0.18
-0.75,-2,1.396263402,19.96,22.55,0.2
-0.5,-2,1.396263402,19.98,22.46,0.58
-0.25,-2,1.396263402,20,22.38,0.97
0,-2,1.396263402,20.03,22.29,1.36
0.25,-2,1.396263402,20.07,22.2,1.77
0.5,-2,1.396263402,20.12,22.11,2.18
0.75,-2,1.396263402,20.18,22.03,2.6
1,-2,1.396263402,20.24,21.94,3.04
1.25,-2,1.396263402,20.32,21.85,3.48
1.5,-2,1.396263402,20.41,21.77,3.93
1.75,-2,1.396263402,20.51,21.68,4.39
2,-2,1.396263402,20.62,21.6,4.87
-2,2,1.570796327,22.58,25.56,-3.83
-1.75,2,1.570796327,22.56,25.47,-3.53
-1.5,2,1.570796327,22.54,25.38,-3.22
-1.25,2,1.570796327,22.52,25.29,-2.9
-1,2,1.570796327,22.5,25.19,-2.58
-0.75,2,1.570796327,22.49,25.1,-2.25
-0.5,2,1.570796327,22.48,25,-1.91
-0.25,2,1.570796327,22.47,24.9,-1.57
0,2,1.570796327,22.46,24.81,-1.22
0.25,2,1.570796327,22.45,24.7,-0.86
0.5,2,1.570796327,22.45,24.6,-0.5
0.75,2,1.570796327,22.46,24.5,-0.13
1,2,1.570796327,22.46,24.4,0.25
1.25,2,1.570796327,22.48,24.29,0.64
1.5,2,1.570796327,22.49,24.19,1.04
1.75,2,1.570796327,22.52,24.09,1.44
2,2,1.570796327,22.55,23.99,1.86
-2,1.75,1.570796327,22.57,25.59,-3.7
-1.75,1.75,1.570796327,22.55,25.51,-3.39
-1.5,1.75,1.570796327,22.53,25.42,-3.08
-1.25,1.75,1.570796327,22.51,25.33,-2.76
-1,1.75,1.570796327,22.5,25.24,-2.44
-0.75,1.75,1.570796327,22.48,25.14,-2.1
-0.5,1.75,1.570796327,22.47,25.05,-1.77
-0.25,1.75,1.570796327,22.46,24.95,-1.42
0,1.75,1.570796327,22.46,24.85,-1.07
0.25,1.75,1.570796327,22.45,24.75,-0.71
0.5,1.75,1.570796327,22.45,24.65,-0.34
0.75,1.75,1.570796327,22.46,24.54,0.03
1,1.75,1.570796327,22.47,24.44,0.42
1.25,1.75,1.570796327,22.48,24.34,0.81
1.5,1.75,1.570796327,22.5,24.24,1.21
1.75,1.75,1.570796327,22.53,24.13,1.62
2,1.75,1.570796327,22.56,24.03,2.03
-2,1.5,1.570796327,22.56,25.63,-3.57
-1.75,1.5,1.570796327,22.54,25.55,-3.26
-1.5,1.5,1.570796327,22.52,25.46,-2.94
-1.25,1.5,1.570796327,22.51,25.37,-2.62
-1,1.5,1.570796327,22.49,25.28,-2.29
-0.75,1.5,1.570796327,22.48,25.18,-1.96
-0.5,1.5,1.570796327,22.47,25.09,-1.62
-0.25,1.5,1.570796327,22.46,24.99,-1.27
0,1.5,1.570796327,22.45,24.89,-0.92
0.25,1.5,1.570796327,22.45,24.79,-0.55
0.5,1.5,1.570796327,22.45,24.69,-0.18
0.75,1.5,1.570796327,22.46,24.59,0.19
1,1.5,1.570796327,22.47,24.49,0.58
1.25,1.5,1.570796327,22.49,24.38,0.98
1.5,1.5,1.570796327,22.51,24.28,1.38
1.75,1.5,1.570796327,22.54,24.18,1.79
2,1.5,1.570796327,22.58,24.07,2.21
-2,1.25,1.570796327,22.55,25.67,-3.44
-1.75,1.25,1.570796327,22.54,25.58,-3.12
-1.5,1.25,1.570796327,22.52,25.5,-2.81
-1.25,1.25,1.570796327,22.5,25.41,-2.48
-1,1.25,1.570796327,22.49,25.32,-2.15
-0.75,1.25,1.570796327,22.47,25.22,-1.81
-0.5,1.25,1.570796327,22.46,25.13,-1.47
-0.25,1.25,1.570796327,22.46,25.03,-1.12
0,1.25,1.570796327,22.45,24.93,-0.76
0.25,1.25,1.570796327,22.45,24.83,-0.4
0.5,1.25,1.570796327,22.46,24.73,-0.02
0.75,1.25,1.570796327,22.47,24.63,0.36
1,1.25,1.570796327,22.48,24.53,0.75
1.25,1.25,1.570796327,22.5,24.43,1.15
1.5,1.25,1.570796327,22.52,24.32,1.55
1.75,1.25,1.570796327,22.56,24.22,1.97
2,1.25,1.570796327,22.6,24.12,2.39
-2,1,1.570796327,22.55,25.7,-3.3
-1.75,1,1.570796327,22.53,25.62,-2.99
-1.5,1,1.570796327,22.51,25.53,-2.67
-1.25,1,1.570796327,22.49,25.45,-2.34
-1,1,1.570796327,22.48,25.36,-2.01
-0.75,1,1.570796327,22.47,25.26,-1.67
-0.5,1,1.570796327,22.46,25.17,-1.32
-0.25,1,1.570796327,22.45,25.07,-0.97
0,1,1.570796327,22.45,24.98,-0.61
0.25,1,1.570796327,22.45,24.88,-0.24
0.5,1,1.570796327,22.46,24.78,0.14
0.75,1,1.570796327,22.47,24.68,0.52
1,1,1.570796327,22.49,24.57,0.92
1.25,1,1.570796327,22.51,24.47,1.32
1.5,1,1.570796327,22.54,24.37,1.73
1.75,1,1.570796327,22.57,24.26,2.15
2,1,1.570796327,22.62,24.16,2.57
-2,0.75,1.570796327,22.54,25.74,-3.17
-1.75,0.75,1.570796327,22.52,25.66,-2.85
-1.5,0.75,1.570796327,22.5,25.57,-2.53
-1.25,0.75,1.570796327,22.49,25.48,-2.2
-1,0.75,1.570796327,22.47,25.4,-1.86
-0.75,0.75,1.570796327,22.46,25.3,-1.52
-0.5,0.75,1.570796327,22.46,25.21,-1.17
-0.25,0.75,1.570796327,22.45,25.12,-0.81
0,0.75,1.570796327,22.45,25.02,-0.45
0.25,0.75,1.570796327,22.46,24.92,-0.08
0.5,0.75,1.570796327,22.46,24.82,0.3
0.75,0.75,1.570796327,22.48,24.72,0.69
1,0.75,1.570796327,22.5,24.62,1.08
1.25,0.75,1.570796327,22.52,24.51,1.49
1.5,0.75,1.570796327,22.55,24.41,1.9
1.75,0.75,1.570796327,22.59,24.31,2.33
2,0.75,1.570796327,22.64,24.2,2.76
-2,0.5,1.570796327,22.53,25.78,-3.03
-1.75,0.5,1.570796327,22.51,25.69,-2.71
-1.5,0.5,1.570796327,22.5,25.61,-2.39
-1.25,0.5,1.570796327,22.48,25.52,-2.05
-1,0.5,1.570796327,22.47,25.43,-1.71
